order_id,customer_id,product_id,order_date,category,original_price,discount_percent,final_price,campaign_id
91,8495,1834,2025-04-11,Accessories,654.12,27,477.51,8.0
92,9721,1085,2025-05-31,Fashion,387.59,0,387.59,
93,12292,67,2024-03-22,Footwear,842.61,27,615.11,9.0
94,4041,59,2025-04-27,Beauty,395.81,0,395.81,
95,12947,1261,2025-04-14,Footwear,1750.84,6,1645.79,8.0
96,692,1302,2025-06-24,Fashion,1019.8,17,846.43,
97,11086,1974,2025-03-21,Grocery,229.45,7,213.39,7.0
98,4773,1444,2025-08-02,Footwear,2179.92,18,1787.53,
99,3071,979,2024-02-12,Accessories,915.68,0,915.68,
100,13118,91,2024-09-28,Fashion,794.15,0,794.15,10.0
101,8299,1961,2024-08-18,Grocery,117.4,2,115.05,
102,3203,929,2024-11-15,Electronics,1156.57,10,1040.91,
103,8884,780,2024-01-07,Beauty,580.84,2,569.22,
104,1358,859,2025-01-14,Beauty,1428.65,2,1400.08,
105,3956,1430,2024-02-24,Grocery,128.03,0,128.03,5.0
106,13855,333,2024-06-07,Footwear,753.22,5,715.56,
107,6470,1188,2025-01-17,Accessories,311.3,49,158.76,
108,3738,1600,2024-10-31,Beauty,1226.83,10,1104.15,
109,6640,780,2024-07-23,Footwear,985.65,16,827.95,
110,3617,1865,2025-04-06,Accessories,158.57,0,158.57,8.0
111,14995,1174,2025-07-18,Fashion,406.83,0,406.83,6.0
112,13944,956,2025-04-19,Beauty,257.68,4,247.37,
113,14594,1891,2025-06-14,Electronics,2192.37,0,2192.37,
114,4294,1054,2024-07-14,Fashion,508.05,6,477.57,
115,12036,552,2024-01-18,Grocery,506.96,0,506.96,
116,12796,371,2024-07-12,Electronics,6179.3,0,6179.3,
117,7570,787,2024-11-10,Fashion,383.68,0,383.68,
118,6867,306,2025-07-23,Beauty,348.89,0,348.89,6.0
119,11443,1474,2025-03-15,Home & Kitchen,753.86,29,535.24,7.0
120,11709,228,2024-08-15,Accessories,421.98,2,413.54,11.0
121,554,1863,2024-10-31,Electronics,3040.25,0,3040.25,
122,4884,1378,2024-01-21,Beauty,511.17,0,511.17,
123,8557,944,2024-04-13,Beauty,582.06,7,541.32,
124,13339,911,2025-01-19,Home & Kitchen,608.74,16,511.34,
125,11817,1472,2024-06-02,Fashion,1130.55,21,893.13,
126,12813,1316,2024-03-17,Grocery,163.82,2,160.54,9.0
127,12819,1755,2024-05-31,Fashion,651.1,0,651.1,
128,697,1278,2025-01-17,Electronics,2172.9,33,1455.84,
129,9123,782,2024-01-21,Accessories,511.51,7,475.7,
130,9009,1344,2025-04-08,Home & Kitchen,2979.07,0,2979.07,8.0
131,12898,1632,2024-12-18,Accessories,397.25,18,325.75,
132,13694,493,2024-03-22,Fashion,537.79,14,462.5,9.0
133,732,624,2025-01-09,Accessories,427.6,3,414.77,
134,14652,1011,2025-04-06,Accessories,1076.69,9,979.79,8.0
135,11034,1725,2024-03-19,Footwear,1233.5,6,1159.49,9.0
136,10080,1179,2025-04-27,Electronics,7047.57,0,7047.57,
137,6121,517,2024-10-02,Electronics,7698.93,25,5774.2,10.0
138,5594,1107,2025-05-09,Accessories,217.56,11,193.63,
139,9670,1075,2024-07-04,Accessories,606.2,4,581.95,
140,735,1727,2024-12-29,Fashion,529.59,9,481.93,
141,1448,66,2025-07-15,Footwear,1563.44,9,1422.73,
142,13819,1988,2024-08-07,Beauty,479.74,0,479.74,11.0
143,6093,978,2024-02-20,Home & Kitchen,755.89,33,506.45,
144,5730,978,2025-01-30,Fashion,512.52,0,512.52,
145,11197,1919,2025-01-27,Electronics,3546.73,1,3511.26,
146,7178,485,2024-03-17,Fashion,737.44,50,368.72,9.0
147,2400,1915,2024-11-25,Accessories,1680.51,43,957.89,
148,980,818,2024-03-13,Electronics,4932.32,13,4291.12,
149,5552,1955,2024-09-11,Footwear,740.29,3,718.08,2.0
150,13713,1996,2024-04-11,Electronics,1872.62,28,1348.29,
151,6848,222,2024-07-09,Home & Kitchen,2100.94,12,1848.83,
152,9882,1239,2024-06-20,Fashion,641.69,6,603.19,
153,14638,466,2025-01-26,Grocery,270.56,20,216.45,
154,8861,29,2025-01-22,Accessories,681.56,21,538.43,
155,11319,1489,2024-05-18,Grocery,635.82,0,635.82,
156,2364,58,2025-08-08,Accessories,579.15,14,498.07,
157,3346,1671,2024-12-29,Accessories,715.5,6,672.57,
158,2532,1638,2024-09-23,Beauty,427.48,1,423.21,10.0
159,10023,1314,2024-11-29,Accessories,1477.94,4,1418.82,
160,14391,356,2025-03-02,Home & Kitchen,896.4,9,815.72,
161,7003,119,2025-01-14,Electronics,6885.1,8,6334.29,
162,8674,14,2025-06-02,Electronics,2118.49,14,1821.9,
163,13505,1088,2025-06-01,Electronics,1725.35,11,1535.56,
164,5118,1150,2024-09-28,Home & Kitchen,1366.96,2,1339.62,10.0
165,7570,80,2024-05-26,Home & Kitchen,1054.4,0,1054.4,
166,1617,1897,2024-07-07,Grocery,345.03,0,345.03,
167,14525,954,2024-01-03,Electronics,3671.16,16,3083.77,
168,1451,529,2024-09-07,Beauty,363.18,0,363.18,
169,10836,1273,2024-05-13,Beauty,980.22,2,960.62,
170,10028,59,2024-10-10,Fashion,416.05,20,332.84,
171,13236,1127,2024-12-04,Electronics,4531.57,4,4350.31,
172,4329,1419,2024-11-15,Accessories,364.57,0,364.57,
173,7519,1205,2024-09-04,Beauty,766.49,17,636.19,
174,10579,669,2025-01-15,Electronics,2635.18,8,2424.37,
175,11645,1039,2024-01-21,Grocery,719.92,0,719.92,
176,13227,751,2025-04-18,Footwear,1032.08,23,794.7,
177,6727,481,2025-06-22,Electronics,3117.41,18,2556.28,
178,7740,1575,2025-08-02,Footwear,758.82,20,607.06,
179,14776,1368,2024-06-24,Footwear,1165.39,34,769.16,
180,3470,1305,2025-08-11,Home & Kitchen,1062.77,0,1062.77,
181,3203,1848,2024-09-05,Accessories,1176.77,0,1176.77,
182,8492,1359,2024-11-10,Accessories,796.98,0,796.98,
183,10595,810,2025-03-17,Beauty,894.56,26,661.97,7.0
184,8009,1395,2024-08-14,Accessories,461.81,0,461.81,11.0
185,12608,92,2025-04-05,Electronics,5728.14,20,4582.51,8.0
186,7046,719,2024-01-15,Grocery,94.74,19,76.74,
187,6115,1975,2025-07-01,Accessories,639.3,8,588.16,12.0
188,9842,1210,2024-05-10,Fashion,632.78,0,632.78,
189,8901,1114,2024-03-05,Accessories,1150.54,0,1150.54,5.0
190,3068,1048,2024-05-25,Footwear,1070.74,0,1070.74,
191,8752,852,2025-02-14,Fashion,606.24,6,569.87,4.0
192,8422,1545,2025-01-10,Grocery,223.6,0,223.6,
193,1282,325,2025-05-28,Accessories,314.87,11,280.23,
194,2243,658,2024-10-31,Fashion,773.82,0,773.82,
195,14278,12,2024-10-05,Fashion,1310.99,13,1140.56,
196,12205,743,2025-06-26,Fashion,919.14,28,661.78,12.0
197,11115,781,2024-11-14,Home & Kitchen,1607.26,0,1607.26,
198,5143,39,2024-01-16,Accessories,613.85,29,435.83,
199,7376,1001,2025-05-17,Beauty,706.41,16,593.38,3.0
200,3076,1724,2024-02-25,Footwear,909.78,0,909.78,5.0
201,9463,1543,2025-01-26,Footwear,1129.17,14,971.09,
202,8298,201,2024-09-08,Home & Kitchen,1200.31,13,1044.27,
203,13486,1027,2025-02-04,Grocery,177.9,0,177.9,
204,3364,960,2024-11-22,Electronics,8991.24,5,8541.68,
205,12340,1596,2024-12-31,Footwear,817.49,0,817.49,
206,8932,778,2024-11-27,Grocery,136.67,0,136.67,
207,12570,595,2024-12-09,Fashion,727.36,43,414.6,
208,4144,903,2025-07-28,Grocery,400.75,11,356.67,6.0
209,13455,1413,2025-04-18,Accessories,804.16,0,804.16,
210,5478,1484,2025-01-13,Fashion,1052.83,0,1052.83,
211,9334,300,2025-02-27,Accessories,446.15,18,365.84,
212,10653,840,2024-07-30,Footwear,1294.79,47,686.24,
213,12395,821,2024-10-11,Accessories,1119.99,0,1119.99,
214,9873,834,2024-12-26,Fashion,538.27,4,516.74,
215,13651,928,2024-01-27,Grocery,132.95,2,130.29,
216,10103,1965,2025-04-12,Home & Kitchen,1579.39,17,1310.89,8.0
217,11177,1585,2024-07-06,Accessories,839.11,7,780.37,
218,4661,1358,2024-12-08,Electronics,2566.99,1,2541.32,
219,4899,201,2024-04-16,Fashion,1167.42,14,1003.98,
220,13614,107,2025-06-06,Home & Kitchen,2569.35,6,2415.19,
221,2575,1173,2024-05-18,Electronics,2858.03,19,2315.0,
222,1915,212,2024-03-20,Fashion,846.18,17,702.33,9.0
223,5644,1590,2024-01-28,Footwear,1066.62,0,1066.62,
224,8615,1830,2024-08-03,Fashion,723.89,18,593.59,11.0
225,5907,1093,2024-04-29,Accessories,1440.34,1,1425.94,
226,4854,99,2024-09-15,Beauty,827.74,19,670.47,2.0
227,1295,1904,2024-03-26,Grocery,197.31,19,159.82,9.0
228,8545,232,2024-06-16,Electronics,1210.95,0,1210.95,
229,13739,501,2024-02-17,Electronics,5729.06,0,5729.06,
230,9950,714,2024-09-30,Beauty,986.72,14,848.58,10.0
231,450,1194,2024-01-05,Accessories,227.09,39,138.52,
232,9247,344,2024-01-27,Grocery,373.81,0,373.81,
233,12006,1919,2024-07-04,Accessories,771.81,2,756.37,
234,3444,175,2024-08-28,Accessories,379.96,1,376.16,
235,8458,1754,2025-06-10,Fashion,658.43,0,658.43,
236,13242,475,2024-08-10,Grocery,267.11,11,237.73,11.0
237,4463,986,2025-07-23,Home & Kitchen,1098.4,6,1032.5,6.0
238,9114,1768,2024-11-04,Accessories,828.5,30,579.95,
239,9288,885,2024-09-24,Footwear,1314.57,0,1314.57,10.0
240,10601,308,2025-07-17,Beauty,355.64,18,291.62,
241,5567,1406,2025-08-13,Grocery,99.93,13,86.94,
242,9682,897,2024-08-17,Footwear,1391.0,0,1391.0,
243,7270,420,2024-10-26,Electronics,1923.52,43,1096.41,
244,11452,205,2024-09-25,Beauty,643.4,0,643.4,2.0
245,3079,1408,2025-07-08,Accessories,863.78,12,760.13,
246,6082,795,2025-06-15,Grocery,262.94,0,262.94,
247,10857,538,2025-05-11,Electronics,3810.38,17,3162.62,
248,11460,1198,2024-12-14,Electronics,10708.32,3,10387.07,
249,13913,1259,2025-04-07,Beauty,273.84,33,183.47,8.0
250,2643,736,2024-08-31,Electronics,2262.25,9,2058.65,
251,11113,1294,2025-07-06,Home & Kitchen,586.3,4,562.85,
252,3570,54,2024-01-23,Accessories,897.56,0,897.56,
253,5101,1329,2024-03-26,Beauty,285.21,8,262.39,9.0
254,12787,365,2025-07-25,Beauty,264.81,0,264.81,6.0
255,5827,352,2025-02-23,Grocery,103.83,3,100.72,
256,11603,1676,2024-10-16,Accessories,1165.99,2,1142.67,
257,10703,13,2024-10-07,Grocery,158.18,0,158.18,
258,2295,1036,2025-04-17,Electronics,3213.67,0,3213.67,
259,12781,1183,2024-04-14,Footwear,805.4,4,773.18,
260,5757,1393,2024-09-05,Home & Kitchen,1128.97,19,914.47,
261,10485,1383,2024-11-05,Fashion,589.04,0,589.04,
262,8423,1690,2025-01-18,Grocery,146.92,13,127.82,
263,10282,1874,2024-09-18,Grocery,196.6,0,196.6,10.0
264,9566,745,2024-12-02,Fashion,697.85,6,655.98,
265,8276,698,2024-10-01,Electronics,2218.13,22,1730.14,10.0
266,5489,73,2024-10-04,Beauty,1005.09,5,954.84,10.0
267,5445,224,2024-10-06,Beauty,299.46,5,284.49,
268,1670,177,2025-01-05,Accessories,281.25,18,230.63,
269,9350,1022,2025-04-27,Electronics,3106.85,0,3106.85,
270,11675,169,2025-07-07,Footwear,1432.73,16,1203.49,
271,12208,1556,2025-07-29,Fashion,286.16,8,263.27,6.0
272,14925,56,2024-08-30,Grocery,196.91,7,183.13,
273,8106,505,2024-08-18,Home & Kitchen,969.07,7,901.24,
274,11341,809,2024-09-28,Electronics,2642.54,0,2642.54,10.0
275,9006,1812,2024-05-14,Grocery,104.75,12,92.18,
276,5273,1583,2025-05-15,Beauty,398.9,2,390.92,3.0
277,452,1317,2024-09-23,Grocery,227.52,2,222.97,2.0
278,14321,1588,2024-10-05,Fashion,607.78,15,516.61,
279,6792,153,2025-02-06,Home & Kitchen,810.16,19,656.23,
280,4354,1141,2024-08-11,Home & Kitchen,2033.57,9,1850.55,11.0
281,4052,7,2024-12-12,Fashion,352.9,16,296.44,
282,13787,1202,2025-01-30,Accessories,808.17,11,719.27,
283,586,1565,2024-02-14,Electronics,3626.54,5,3445.21,
284,14438,311,2024-03-01,Electronics,3573.56,20,2858.85,5.0
285,3353,1167,2024-11-25,Electronics,4741.12,0,4741.12,
286,13735,1978,2024-01-23,Fashion,1585.24,24,1204.78,
287,5770,1568,2024-08-19,Fashion,471.7,7,438.68,
288,10613,1953,2024-07-05,Home & Kitchen,1462.78,0,1462.78,
289,7858,1552,2025-03-16,Accessories,395.35,0,395.35,7.0
290,2522,29,2024-11-18,Home & Kitchen,1365.97,30,956.18,
291,2952,232,2024-08-26,Home & Kitchen,1329.79,7,1236.7,
292,7878,1187,2024-06-11,Fashion,513.01,7,477.1,
293,9623,337,2025-06-18,Home & Kitchen,1614.0,0,1614.0,
294,5042,1084,2025-02-18,Grocery,213.72,0,213.72,4.0
295,12712,1054,2024-09-05,Accessories,811.39,0,811.39,
296,2269,1923,2024-09-14,Grocery,86.63,4,83.16,2.0
297,2162,1365,2024-03-03,Home & Kitchen,2306.4,7,2144.95,5.0
298,264,30,2024-07-27,Fashion,875.2,13,761.42,
299,5603,1903,2024-01-21,Accessories,1471.78,8,1354.04,
300,6616,1141,2025-03-09,Beauty,1659.38,14,1427.07,
301,5127,1356,2025-06-30,Electronics,13593.27,10,12233.94,12.0
302,10564,1282,2024-02-01,Electronics,11472.92,0,11472.92,
303,4995,391,2025-06-05,Home & Kitchen,1747.83,11,1555.57,
304,4654,1937,2024-11-10,Accessories,761.06,8,700.18,
305,10789,165,2025-06-21,Beauty,600.15,12,528.13,
306,12851,1642,2024-06-06,Accessories,715.1,0,715.1,
307,3349,563,2025-01-29,Fashion,441.26,1,436.85,
308,14,1118,2024-03-21,Fashion,514.54,39,313.87,9.0
309,12057,1711,2024-05-27,Footwear,875.73,0,875.73,
310,7185,1508,2024-01-28,Grocery,320.65,11,285.38,
311,8537,1560,2025-07-09,Electronics,2568.93,9,2337.73,
312,1931,1729,2024-04-09,Fashion,664.25,2,650.97,
313,5663,1138,2025-01-09,Footwear,1484.21,3,1439.68,
314,7537,716,2024-09-09,Fashion,1082.05,22,844.0,
315,6609,1802,2024-07-01,Beauty,685.35,0,685.35,
316,9505,743,2024-04-19,Beauty,339.2,28,244.22,
317,5009,182,2024-06-30,Footwear,1314.49,0,1314.49,
318,8792,930,2025-02-04,Footwear,1451.07,0,1451.07,
319,502,481,2024-02-14,Grocery,477.67,0,477.67,
320,7365,181,2025-01-08,Grocery,248.28,0,248.28,
321,4351,405,2025-08-06,Fashion,443.98,3,430.66,
322,5310,1697,2025-02-24,Home & Kitchen,432.82,9,393.87,
323,6772,474,2025-07-03,Fashion,887.38,17,736.53,12.0
324,2088,39,2024-08-01,Beauty,518.49,9,471.83,
325,8806,1937,2024-08-22,Electronics,2138.14,26,1582.22,
326,14450,1223,2024-11-15,Electronics,2098.53,36,1343.06,
327,10879,1885,2025-07-15,Beauty,942.61,0,942.61,
328,2852,784,2025-02-05,Footwear,2588.95,25,1941.71,
329,5509,742,2024-01-18,Home & Kitchen,2955.82,0,2955.82,
330,11337,1304,2025-06-03,Electronics,1468.72,11,1307.16,
331,11239,850,2024-08-15,Accessories,422.84,0,422.84,11.0
332,9960,1448,2024-11-17,Fashion,552.22,5,524.61,
333,2445,400,2024-04-23,Fashion,729.92,0,729.92,
334,2608,1194,2024-01-24,Home & Kitchen,1378.1,0,1378.1,
335,11354,36,2025-01-17,Home & Kitchen,1553.89,29,1103.26,
336,13320,473,2024-11-09,Accessories,555.42,0,555.42,
337,12281,142,2024-04-09,Accessories,419.36,29,297.75,
338,10615,1984,2024-11-02,Footwear,982.06,37,618.7,
339,5193,402,2024-12-25,Home & Kitchen,2065.76,4,1983.13,
340,11682,243,2025-05-14,Accessories,740.19,0,740.19,3.0
341,1222,373,2024-12-17,Fashion,1301.71,0,1301.71,
342,7956,166,2024-01-05,Home & Kitchen,1383.29,1,1369.46,
343,5247,1427,2024-01-06,Home & Kitchen,1134.53,0,1134.53,
344,4521,1243,2024-08-05,Beauty,535.69,20,428.55,11.0
345,4499,87,2024-03-14,Beauty,322.0,26,238.28,
346,1654,1790,2025-07-22,Fashion,883.85,20,707.08,6.0
347,4759,1654,2025-07-12,Electronics,3956.56,1,3916.99,
348,10693,539,2025-02-17,Footwear,793.95,0,793.95,4.0
349,10107,1101,2024-05-15,Home & Kitchen,2175.7,0,2175.7,
350,3322,1839,2024-07-25,Electronics,2598.94,18,2131.13,
351,7728,1870,2024-01-02,Home & Kitchen,572.24,6,537.91,
352,1844,1184,2024-11-01,Footwear,629.94,0,629.94,
353,7420,504,2025-02-09,Grocery,466.73,8,429.39,
354,7251,1327,2025-07-09,Grocery,233.96,16,196.53,
355,12137,1903,2025-07-12,Footwear,664.9,2,651.6,
356,1687,1909,2024-06-15,Grocery,138.68,0,138.68,
357,6848,266,2024-05-01,Home & Kitchen,973.22,2,953.76,
358,10814,1292,2024-05-25,Beauty,567.64,9,516.55,
359,3063,381,2024-03-17,Footwear,659.35,17,547.26,9.0
360,5043,1154,2024-02-24,Electronics,1821.09,7,1693.61,5.0
361,8979,11,2025-01-20,Grocery,516.66,15,439.16,
362,14062,800,2024-06-24,Footwear,760.53,16,638.85,
363,1348,1372,2024-04-16,Electronics,6263.93,29,4447.39,
364,4001,683,2024-04-22,Electronics,7882.16,0,7882.16,
365,1879,266,2024-05-20,Accessories,373.56,20,298.85,
366,11362,439,2025-05-17,Home & Kitchen,611.39,23,470.77,3.0
367,14159,1658,2024-01-24,Home & Kitchen,3850.0,19,3118.5,
368,9995,1130,2025-04-09,Beauty,829.96,10,746.96,8.0
369,11535,641,2024-01-20,Beauty,797.91,20,638.33,
370,7833,850,2025-03-23,Footwear,1353.61,29,961.06,7.0
371,3467,1885,2025-05-18,Home & Kitchen,1608.04,0,1608.04,3.0
372,6720,726,2025-02-10,Fashion,345.21,8,317.59,
373,12774,1666,2025-02-03,Electronics,1990.39,3,1930.68,
374,14150,1489,2024-12-02,Beauty,591.82,11,526.72,
375,613,173,2024-07-31,Beauty,937.18,47,496.71,
376,8259,1409,2025-07-16,Fashion,312.47,2,306.22,
377,14404,1658,2024-05-02,Accessories,694.56,2,680.67,
378,5752,1215,2024-08-01,Fashion,292.16,0,292.16,
379,2692,292,2024-04-04,Home & Kitchen,2417.28,4,2320.59,
380,6239,742,2025-06-08,Grocery,153.38,22,119.64,
381,12802,1543,2025-02-05,Fashion,275.04,21,217.28,
382,6436,1609,2024-05-26,Grocery,331.01,36,211.85,
383,6262,1731,2024-01-06,Home & Kitchen,2841.33,21,2244.65,
384,5955,1963,2024-02-21,Beauty,280.25,26,207.38,
385,3982,250,2024-04-01,Electronics,1692.96,8,1557.52,
386,10430,1730,2024-10-10,Grocery,230.37,11,205.03,
387,7130,1117,2025-01-31,Beauty,546.06,25,409.54,
388,11349,1325,2024-07-19,Electronics,7947.91,0,7947.91,
389,7414,1680,2025-06-10,Footwear,1964.25,13,1708.9,
390,9829,1240,2025-06-09,Fashion,330.93,14,284.6,
391,4087,1643,2024-06-25,Electronics,7050.52,16,5922.44,
392,2730,1276,2024-08-12,Grocery,436.74,17,362.49,11.0
393,6251,1024,2025-02-17,Electronics,2426.47,15,2062.5,4.0
394,6179,3,2024-01-15,Electronics,3542.72,4,3401.01,
395,3905,1992,2024-09-20,Grocery,202.42,4,194.32,2.0
396,226,154,2025-04-20,Fashion,813.01,30,569.11,
397,11451,1462,2024-07-07,Beauty,178.15,0,178.15,
398,12833,1214,2024-06-15,Grocery,151.31,0,151.31,
399,12960,1986,2025-06-07,Footwear,2237.46,22,1745.22,
400,12747,1817,2024-07-07,Grocery,757.7,26,560.7,
401,8805,1692,2024-08-13,Home & Kitchen,365.27,0,365.27,11.0
402,5017,274,2025-02-23,Grocery,315.61,0,315.61,
403,6859,429,2025-07-07,Accessories,440.02,21,347.62,
404,13325,295,2025-01-01,Beauty,619.9,16,520.72,
405,3814,1395,2024-11-28,Grocery,85.72,25,64.29,
406,306,614,2024-03-15,Electronics,3011.26,12,2649.91,9.0
407,193,1107,2024-02-23,Beauty,360.88,0,360.88,
408,1804,1558,2024-07-30,Electronics,5978.8,21,4723.25,
409,257,17,2025-07-23,Grocery,424.8,0,424.8,6.0
410,14633,306,2024-09-03,Home & Kitchen,1742.12,4,1672.44,
411,13136,1857,2024-08-16,Fashion,732.46,0,732.46,11.0
412,5286,578,2024-03-03,Home & Kitchen,4262.52,22,3324.77,5.0
413,815,1386,2024-08-19,Footwear,941.73,29,668.63,
414,1420,1938,2025-03-05,Footwear,1053.9,11,937.97,
415,1033,272,2024-04-25,Grocery,161.71,8,148.77,
416,11349,1195,2024-03-04,Beauty,262.55,16,220.54,5.0
417,5964,1035,2024-03-01,Grocery,167.03,26,123.6,5.0
418,1713,288,2024-08-09,Accessories,678.28,3,657.93,11.0
419,5092,936,2024-06-18,Accessories,338.0,0,338.0,
420,11143,1870,2025-08-03,Grocery,418.25,0,418.25,
421,14019,255,2025-07-06,Home & Kitchen,2447.28,5,2324.92,
422,8161,300,2024-06-10,Fashion,991.4,27,723.72,
423,9393,1961,2024-12-08,Beauty,366.51,28,263.89,
424,2920,390,2025-01-31,Footwear,1449.54,29,1029.17,
425,4477,198,2024-02-26,Accessories,679.87,7,632.28,5.0
426,13626,53,2024-01-16,Beauty,588.1,11,523.41,
427,8934,1762,2024-01-07,Electronics,2169.29,6,2039.13,
428,14472,1493,2024-05-24,Electronics,5467.97,5,5194.57,
429,9189,7,2024-03-26,Grocery,160.83,10,144.75,9.0
